gene	sample1	sample2
ENSG00000216649	0	0
ENSG00000216657	0.046375707	0.053510337
ENSG00000216663	0	0
ENSG00000216671	0	0
ENSG00000216676	0.071633905	0.297555698
ENSG00000216687	0	0.007850704
ENSG00000216708	0	0
ENSG00000216710	0	0
ENSG00000216713	0	0.010858989
ENSG00000216718	0	0.06759886
ENSG00000216721	0.191784798	0.044257952
ENSG00000216723	0.028911702	0
ENSG00000216740	0.095511874	0.044082326
ENSG00000216753	0	0
ENSG00000216754	0	0
ENSG00000216762	0	0
ENSG00000216775	2.027529446	0.285120827
ENSG00000216777	0	0
ENSG00000216781	0	0
ENSG00000216802	0.021451865	0.014851265
ENSG00000216809	0.127147344	0.048413711
ENSG00000216811	0	0
ENSG00000216813	0	0
ENSG00000216817	0	0
ENSG00000216819	0	0.012754014
ENSG00000216824	0	0
ENSG00000216829	0	0
ENSG00000216835	0	0.027981728
ENSG00000216844	0	0
ENSG00000216853	0	0
ENSG00000216854	0.029016265	0.100440742
ENSG00000216859	0	0
ENSG00000216863	0.074459372	0.001982643
ENSG00000216866	0.345270555	0.905809418
ENSG00000216867	0	0.02870477
ENSG00000216895	1.20130442	1.029687692
ENSG00000216901	0.065897309	0.068431701
ENSG00000216902	0	0
ENSG00000216904	0	0
ENSG00000216906	0.132733412	0.051051223
ENSG00000216913	0	0.018181254
ENSG00000216915	0	0.044583596
ENSG00000216917	0	0.037529547
ENSG00000216921	0.166649797	0.642790944
ENSG00000216937	0.239702909	0.193280467
ENSG00000216938	0.042337717	0.014655338
ENSG00000216966	0	0
ENSG00000216977	0	0.023838511
ENSG00000216990	0.028721948	0.01325626
ENSG00000216998	0.01367945	0
ENSG00000217004	0.048920716	0
ENSG00000217026	0.149496846	0.275993691
ENSG00000217027	10.14082135	2.076201094
ENSG00000217030	0.075867587	0
ENSG00000217041	0	0
ENSG00000217044	0	0
ENSG00000217060	0.020183641	0
ENSG00000217067	0	0
ENSG00000217078	0.249419608	0.086337405
ENSG00000217083	0.034507516	0.023889776
ENSG00000217085	0	0.019837047
ENSG00000217089	0	0
ENSG00000217094	0.194496906	0.314186757
ENSG00000217120	0	0
ENSG00000217128	3.786224398	5.457860378
ENSG00000217130	0.515533968	0.602281413
ENSG00000217135	0	0
ENSG00000217139	0	0.00824091
ENSG00000217159	0.054952037	0.038043651
ENSG00000217160	0	0
ENSG00000217165	1.822854267	1.650273446
ENSG00000217169	0	0
ENSG00000217178	0	0
ENSG00000217179	0	0.064963427
ENSG00000217181	0.033498945	0.023191537
ENSG00000217195	0	0.035265861
ENSG00000217227	0	0
ENSG00000217228	0	0
ENSG00000217231	0	0
ENSG00000217236	0.012565384	0
ENSG00000217239	0	0.21966447
ENSG00000217241	0.145344155	0.22136994
ENSG00000217261	0.008485455	0
ENSG00000217268	0	0
ENSG00000217272	0	0
ENSG00000217275	0	0.133572097
ENSG00000217289	0	0.028929026
ENSG00000217314	0	0.028853886
ENSG00000217315	0	0.012220843
ENSG00000217325	0.40870197	0.47977973
ENSG00000217327	0	0.019120045
ENSG00000217330	0	0
ENSG00000217331	0	0
ENSG00000217334	0	0.017330337
ENSG00000217372	0.013003237	0
ENSG00000217377	0	0
ENSG00000217379	0.06886693	0.119192554
ENSG00000217385	0	0
ENSG00000217404	0	0.056967929
ENSG00000217408	0	0
ENSG00000217414	0	0.005535001
ENSG00000217416	0.041462519	0.02870477
ENSG00000217442	0.979650206	0.537897178
ENSG00000217447	0.027570438	0
ENSG00000217455	0	0
ENSG00000217477	0.028704821	0.019872533
ENSG00000217482	0	0.070756344
ENSG00000217483	0	0
ENSG00000217488	0.016240885	0
ENSG00000217495	0	0.014151269
ENSG00000217512	0.03589708	0.074555343
ENSG00000217514	0	0
ENSG00000217527	0.119153426	0.054993792
ENSG00000217539	0.039304335	0.006802661
ENSG00000217555	18.65813343	7.128351261
ENSG00000217557	0	0.038174385
ENSG00000217566	0	0.021362973
ENSG00000217576	0.00422708	0
ENSG00000217585	0	0
ENSG00000217612	0	0
ENSG00000217624	1.811996686	0.589443668
ENSG00000217631	0	0
ENSG00000217643	0.665808911	0.483991011
ENSG00000217644	0.030505693	0
ENSG00000217646	0	0
ENSG00000217648	0.888310782	1.29829809
ENSG00000217653	0	0
ENSG00000217680	0.035816953	0
ENSG00000217684	0.021861028	0
ENSG00000217686	0	0
ENSG00000217702	0.025389232	0.210925558
ENSG00000217707	0	0
ENSG00000217716	0.324817708	0.382284783
ENSG00000217718	0	0
ENSG00000217733	0.01992054	0.020686678
ENSG00000217746	0	0
ENSG00000217767	0	0.024149448
ENSG00000217769	0.052782877	0.036541928
ENSG00000217770	0	0
ENSG00000217776	0	0.036303092
ENSG00000217783	0	0.03080059
ENSG00000217786	0	0
ENSG00000217791	0.012982196	0.035950634
ENSG00000217801	1.300826843	1.355973149
ENSG00000217805	0	0
ENSG00000217809	0	0
ENSG00000217811	0	0
ENSG00000217824	0.231711116	0.040103776
ENSG00000217825	0	0
ENSG00000217835	0.070687202	0.110108716
ENSG00000217862	0	0.083839593
ENSG00000217874	0	0
ENSG00000217878	0	0
ENSG00000217889	0.056499982	0.104307475
ENSG00000217896	0	0
ENSG00000217897	0.05571526	0
ENSG00000217929	0.011412514	0.003950479
ENSG00000217930	3.346562901	2.279553849
ENSG00000217950	0.008254113	0.05142938
ENSG00000218014	0.121765559	0.159231605
ENSG00000218016	0	0
ENSG00000218018	0.270906405	0.072134715
ENSG00000218020	0.014106369	0
ENSG00000218027	0.070553997	0.013955711
ENSG00000218029	0.296051564	0.040991683
ENSG00000218048	0.049729323	0
ENSG00000218049	0	0
ENSG00000218052	0.125086616	0.092640014
ENSG00000218069	0	0.045065907
ENSG00000218073	0.396197401	0.137145013
ENSG00000218089	0	0
ENSG00000218107	0.019982559	0
ENSG00000218109	0	0
ENSG00000218125	0	0
ENSG00000218143	0	0
ENSG00000218153	0	0.008247028
ENSG00000218173	0	0
ENSG00000218175	3.860340767	6.633048372
ENSG00000218180	0.035816953	0.024796308
ENSG00000218186	0.022010967	0
ENSG00000218187	0.03829593	0
ENSG00000218189	0.010299098	0
ENSG00000218194	0	0
ENSG00000218198	0	0.031204343
ENSG00000218208	0.5384562	1.11833014
ENSG00000218213	0	0
ENSG00000218226	0.800137205	0.249522598
ENSG00000218227	2.090594917	2.932257843
ENSG00000218233	0.023407724	0.008102659
ENSG00000218261	0	0
ENSG00000218265	0.020571788	0.113935857
ENSG00000218274	0	0.007176193
ENSG00000218281	0.239492459	0.33160436
ENSG00000218283	7.782390423	10.43096321
ENSG00000218300	0	0
ENSG00000218305	0	0
ENSG00000218313	0	0.023736637
ENSG00000218336	2.655140821	1.44513811
ENSG00000218337	0	0
ENSG00000218347	0.016997876	0.011767739
ENSG00000218350	0.046175524	0.015983807
ENSG00000218351	0	0
ENSG00000218357	1.162966592	1.38604538
ENSG00000218358	0.025389232	0.046872346
ENSG00000218359	0	0
ENSG00000218363	0	0
ENSG00000218410	0	0
ENSG00000218416	0.148803661	0.240374722
ENSG00000218418	0.056977661	0.033810861
ENSG00000218424	0	0
ENSG00000218426	8.938372916	11.23300496
ENSG00000218428	0.031157271	0
ENSG00000218454	0	0
ENSG00000218459	0.063674582	0.264493954
ENSG00000218472	0.04325066	0.089828135
ENSG00000218475	0	0
ENSG00000218476	0	0
ENSG00000218483	0	0
ENSG00000218490	0	0
ENSG00000218499	0	0
ENSG00000218502	0.165850075	0.200933391
ENSG00000218510	13.78107555	7.941505259
ENSG00000218512	0	0
ENSG00000218520	0	0
ENSG00000218521	0	0.023047191
ENSG00000218536	0	0
ENSG00000218537	0.847959072	0.383838787
ENSG00000218549	0	0
ENSG00000218561	0	0
ENSG00000218565	0.130720935	0
ENSG00000218574	0.033118668	0.045856537
ENSG00000218577	0	0
ENSG00000218582	0.095606721	0.121346779
ENSG00000218586	0.046499762	0.049526286
ENSG00000218596	0.042449722	0.029388217
ENSG00000218617	0.041677908	0
ENSG00000218631	0.416779084	0.108202072
ENSG00000218632	0	0
ENSG00000218643	0	0
ENSG00000218672	0	0
ENSG00000218676	0	0.03649391
ENSG00000218682	0.063422904	0
ENSG00000218689	0	0
ENSG00000218690	0.092218361	0.063843368
ENSG00000218698	0	0
ENSG00000218713	0.038204749	0
ENSG00000218716	0	0
ENSG00000218725	0	0
ENSG00000218728	0	0
ENSG00000218730	0	0
ENSG00000218732	0	0
ENSG00000218739	7.964933964	9.680546268
ENSG00000218748	0	0.042725946
ENSG00000218749	0	0
ENSG00000218754	0	0.021039292
ENSG00000218757	0.088003628	0.020308494
ENSG00000218766	0	0
ENSG00000218772	0	0
ENSG00000218776	0	0
ENSG00000218792	0	0.028194787
ENSG00000218793	0	0.022624737
ENSG00000218803	0	0
ENSG00000218806	0	0
ENSG00000218809	0.087923259	0
ENSG00000218813	0	0
ENSG00000218819	0.010461936	0.001810717
ENSG00000218823	0.003764898	0.002606463
ENSG00000218834	0	0
ENSG00000218839	0	0
ENSG00000218857	0	0.057360135
ENSG00000218868	0	0
ENSG00000218870	0	0
ENSG00000218872	0	0.032866113
ENSG00000218890	0	0.007510984
ENSG00000218891	2.309540949	6.676620637
ENSG00000218893	0	0
ENSG00000218896	0.064832302	0
ENSG00000218902	0.388993812	0.302965802
ENSG00000218965	0	0.036481925
ENSG00000218976	0	0.016908289
ENSG00000218980	0.859606862	2.737512422
ENSG00000218986	0	0
ENSG00000218991	0	0
ENSG00000218996	0.026787971	0.037090972
ENSG00000219023	0.695872221	0.736804586
ENSG00000219027	0.02128116	0
ENSG00000219039	0	0.023191537
ENSG00000219061	0	0
ENSG00000219073	0	0.00720879
ENSG00000219074	0	0
ENSG00000219085	0.128514832	0.216074008
ENSG00000219087	0	0
ENSG00000219088	0.028773451	0.019920047
ENSG00000219095	0	0
ENSG00000219102	0.060380037	0.188106707
ENSG00000219133	0.232550649	0.574986856
ENSG00000219135	0.032881137	0.159346767
ENSG00000219139	0	0
ENSG00000219146	0.020811926	0.115265848
ENSG00000219149	0.032746928	0.113354552
ENSG00000219150	0	0
ENSG00000219159	0.004722188	0
ENSG00000219163	0.118508085	0.131270264
ENSG00000219186	0	0.021039292
ENSG00000219188	0	0
ENSG00000219190	0	0
ENSG00000219200	5.363613674	3.197878267
ENSG00000219201	0.923385149	0.301540338
ENSG00000219222	0.758078492	0.349881766
ENSG00000219240	0	0
ENSG00000219249	0	0
ENSG00000219253	0	0.040176297
ENSG00000219257	0.018550283	0.012842481
ENSG00000219262	0	0
ENSG00000219273	0	0
ENSG00000219274	0.041249344	0.057114376
ENSG00000219280	0	0
ENSG00000219284	0	0.031558938
ENSG00000219294	0.00968961	0
ENSG00000219297	0	0
ENSG00000219298	0	0
ENSG00000219302	0	0
ENSG00000219314	0	0
ENSG00000219329	0.088815469	0.081983366
ENSG00000219355	0.262332339	0.090807188
ENSG00000219361	0.089642429	0.031030017
ENSG00000219368	0	0
ENSG00000219375	0	0.028411115
ENSG00000219384	0	0
ENSG00000219387	0	0
ENSG00000219391	0.061478907	0
ENSG00000219392	0.052097386	0.04808981
ENSG00000219395	0.204147516	0.296798559
ENSG00000219404	0	0
ENSG00000219409	0	0
ENSG00000219410	0.040131708	0.083350325
ENSG00000219430	0.124580705	0
ENSG00000219433	0.047473357	0.082165282
ENSG00000219435	0	0
ENSG00000219438	0.424791541	0.777227112
ENSG00000219445	0	0
ENSG00000219451	0.712322197	0.856515467
ENSG00000219453	0	0
ENSG00000219463	0	0
ENSG00000219470	0.400240232	0.617152559
ENSG00000219481	1.060360118	1.456362794
ENSG00000219487	0	0
ENSG00000219491	0	0
ENSG00000219492	0	0
ENSG00000219500	0	0
ENSG00000219507	4.276850742	5.662434762
ENSG00000219529	0.941245502	0.496480271
ENSG00000219532	0	0.038438568
ENSG00000219545	6.56940839	7.390180176
ENSG00000219547	0.086735107	0.080063035
ENSG00000219549	0	0
ENSG00000219553	0.02219363	0.030729588
ENSG00000219559	0.036385476	0.100759601
ENSG00000219565	0.00976826	0.013525259
ENSG00000219575	0	0
ENSG00000219582	0	0.018301064
ENSG00000219592	0	0
ENSG00000219604	0	0
ENSG00000219607	0.529743458	0.450507533
ENSG00000219608	0	0.129171466
ENSG00000219619	0	0
ENSG00000219622	0.018614843	0
ENSG00000219626	1.168524435	1.597616653
ENSG00000219627	0	0
ENSG00000219642	0.040165193	0.062564903
ENSG00000219653	0	0
ENSG00000219665	0.514888456	0.477166851
ENSG00000219666	0	0
ENSG00000219669	0	0
ENSG00000219681	0	0
ENSG00000219682	0.045812976	0.03171662
ENSG00000219693	0.439616295	1.29348413
ENSG00000219699	0	0
ENSG00000219700	0	0
ENSG00000219702	0.054764487	0.037913809
ENSG00000219703	0	0.02023451
ENSG00000219712	0	0
ENSG00000219722	0	0
ENSG00000219736	0.011396303	0
ENSG00000219738	0	0
ENSG00000219747	0.673535582	1.15201811
ENSG00000219755	0.839991672	1.058685866
ENSG00000219757	0	0
ENSG00000219758	0.140343977	0
ENSG00000219770	0	0
ENSG00000219773	0.018359262	0.08897165
ENSG00000219776	0.033569027	0.023240055
ENSG00000219784	0	0
ENSG00000219790	0	0.024307978
ENSG00000219797	0.128883492	0.089226876
ENSG00000219806	0	0
ENSG00000219807	0	0
ENSG00000219814	0.139530389	0
ENSG00000219863	0	0
ENSG00000219867	0.027382244	0.037913809
ENSG00000219870	0	0
ENSG00000219881	0.065427094	0.0226478
ENSG00000219891	0.522923184	0.442472686
ENSG00000219902	0.04325066	0
ENSG00000219926	0	0
ENSG00000219928	2.674332459	3.511385249
ENSG00000219930	0	0
ENSG00000219932	0.082996525	0.325601178
ENSG00000219940	0	0.085781823
ENSG00000219941	0.090363607	0
ENSG00000219951	0.048428556	0.089406407
ENSG00000219986	0.230167958	0.091055296
ENSG00000219992	0.147210961	0.71340571
ENSG00000219993	0	0
ENSG00000220008	0.329368924	0.183410801
ENSG00000220030	0	0
ENSG00000220069	0	0.015428814
ENSG00000220076	0	0
ENSG00000220091	0	0
ENSG00000220105	0	0.036783927
ENSG00000220110	0	0
ENSG00000220113	0	0
ENSG00000220125	0	0
ENSG00000220130	0	0
ENSG00000220131	0.045327669	0
ENSG00000220132	0	0
ENSG00000220139	0	0
ENSG00000220154	0.149034007	0
ENSG00000220157	0.217063405	0.231191385
ENSG00000220161	0	0.017811993
ENSG00000220181	0	0
ENSG00000220184	0	0
ENSG00000220201	0.726063111	0.804253108
ENSG00000220204	0	0
ENSG00000220205	31.83666768	30.18193276
ENSG00000220212	0	0
ENSG00000220237	0.040725875	0
ENSG00000220240	0	0
ENSG00000220248	0	0
ENSG00000220256	0	0
ENSG00000220267	0.666169457	0.040103776
ENSG00000220291	0	0
ENSG00000220305	0.121868315	0.065621285
ENSG00000220311	0	0
ENSG00000220323	0.227833597	0.202796581
ENSG00000220326	0	0
ENSG00000220340	0	0.049592616
ENSG00000220343	0.032746928	0
ENSG00000220347	0	0
ENSG00000220349	0	0
ENSG00000220370	0	0.049153744
ENSG00000220377	0.025189945	0
ENSG00000220378	0.022939235	0.142928827
ENSG00000220392	0.166452228	0.023047191
ENSG00000220412	0.099216381	0.01873313
ENSG00000220418	0.012046543	0
ENSG00000220446	0	0
ENSG00000220447	0	0
ENSG00000220472	0.307731406	0.44130635
ENSG00000220483	0	0.012754014
ENSG00000220494	0.02303804	0
ENSG00000220505	0	0
ENSG00000220506	0.098140641	0.0339717
ENSG00000220514	0	0
ENSG00000220515	0	0.014597564
ENSG00000220517	0.479952955	1.293176582
ENSG00000220522	0	0.079727843
ENSG00000220537	0	0
ENSG00000220540	0.076047368	0
ENSG00000220541	0	0
ENSG00000220553	0	0
ENSG00000220556	0	0
ENSG00000220557	0	0
ENSG00000220563	2.064659465	8.079088043
ENSG00000220575	0	0
ENSG00000220581	0	0.025362434
ENSG00000220583	0.618853792	0.948680793
ENSG00000220585	0	0
ENSG00000220586	0	0
ENSG00000220598	0.335112913	0.641414084
ENSG00000220600	0	0.021824648
ENSG00000220614	0.374250606	0.453418206
ENSG00000220635	0	0
ENSG00000220643	0	0
ENSG00000220660	0	0
ENSG00000220666	0.038083848	0.008788565
ENSG00000220685	0.027013459	0.037403185
ENSG00000220694	0	0.020051888
ENSG00000220695	0.020651216	0.01429697
ENSG00000220702	0	0
ENSG00000220721	0	0.060505153
ENSG00000220725	0	0
ENSG00000220730	0	0
ENSG00000220733	0	0
ENSG00000220734	0.025550947	0
ENSG00000220739	0.04093366	0.028338638
ENSG00000220744	0.072035891	0.16208047
ENSG00000220745	0	0
ENSG00000220748	0	0.010450373
ENSG00000220749	2.591278656	2.069952682
ENSG00000220758	0	0
ENSG00000220771	0.062679667	0.043393539
ENSG00000220773	0	0
ENSG00000220785	2.790843397	2.61492604
ENSG00000220793	1.671457787	0.370291535
ENSG00000220804	0.747871325	1.064276551
ENSG00000220831	0	0
ENSG00000220842	11.49464634	1.448966877
ENSG00000220848	2.232486226	6.230557572
ENSG00000220867	0.116698144	0.04039544
ENSG00000220868	0	0
ENSG00000220871	0	0
ENSG00000220875	0.461755245	0.372955503
ENSG00000220884	0.016142852	0.011175801
ENSG00000220891	0.005157825	0.003570796
ENSG00000220908	0	0
ENSG00000220913	0	0
ENSG00000220918	0	0
ENSG00000220920	0.223481821	0.154717912
ENSG00000220924	0.035737182	0
ENSG00000220925	0.062557484	0.064963427
ENSG00000220937	0.06916377	0.059853158
ENSG00000220948	0	0
ENSG00000220949	0	0
ENSG00000220960	0	0.046094382
ENSG00000220986	0	0
ENSG00000220988	0	0
ENSG00000221015	0	0
ENSG00000221017	0	0
ENSG00000221023	0	0
ENSG00000221025	0	0.196614974
ENSG00000221028	0	0
ENSG00000221031	0	0
ENSG00000221033	0	0
ENSG00000221036	0	0
ENSG00000221038	0	0
ENSG00000221039	0	0
ENSG00000221040	0.074287013	0
ENSG00000221042	0	0
ENSG00000221043	0.227065963	0
ENSG00000221044	0.157313674	0.054454638
ENSG00000221046	0	0
ENSG00000221052	0	0
ENSG00000221055	0.465101297	0.16099632
ENSG00000221059	0	0
ENSG00000221060	0	0.086114311
ENSG00000221063	0	0
ENSG00000221065	0	0
ENSG00000221066	0	0.11817815
ENSG00000221081	0	0
ENSG00000221083	0	0
ENSG00000221091	0	0
ENSG00000221093	0	0
ENSG00000221102	0	0
ENSG00000221114	0	0
ENSG00000221116	0	0
ENSG00000221120	0	0
ENSG00000221125	0	0
ENSG00000221139	0	0
ENSG00000221148	0	0
ENSG00000221164	1.002874672	0.694296629
ENSG00000221176	0.184436721	0
ENSG00000221184	3.473875153	1.717847329
ENSG00000221187	0	0
ENSG00000221190	0	0
ENSG00000221200	0	0
ENSG00000221203	0	0
ENSG00000221206	0	0
ENSG00000221214	0	0
ENSG00000221216	0	0
ENSG00000221227	0	0
ENSG00000221230	0	0.129171466
ENSG00000221238	0	0
ENSG00000221240	0	0
ENSG00000221241	0	0
ENSG00000221245	0	0.087470441
ENSG00000221251	0	0
ENSG00000221255	0	0
ENSG00000221261	0	0
ENSG00000221263	0	0
ENSG00000221264	0	0
ENSG00000221265	0	0
ENSG00000221269	0.250718668	0.173574157
ENSG00000221273	0	0
ENSG00000221275	0.21538248	0.074555343
ENSG00000221287	0	0
ENSG00000221288	0	0
ENSG00000221296	0	0
ENSG00000221300	0	0
ENSG00000221303	0	0.079348186
ENSG00000221305	0	0
ENSG00000221325	0	0
ENSG00000221331	0	0
ENSG00000221332	0	0
ENSG00000221333	0	0
ENSG00000221340	3.654038409	6.26929233
ENSG00000221345	0	0
ENSG00000221348	0	0
ENSG00000221355	0	0
ENSG00000221363	0	0
ENSG00000221365	0	0
ENSG00000221369	0	0
ENSG00000221371	0	0
ENSG00000221375	0	0
ENSG00000221381	0	0
ENSG00000221387	0	0
ENSG00000221390	0	0
ENSG00000221393	0	0
ENSG00000221394	0	0
ENSG00000221398	0	0
ENSG00000221400	0	0.058467085
ENSG00000221406	0.116275324	0.16099632
ENSG00000221410	0	0
ENSG00000221411	0	0
ENSG00000221420	0	0
ENSG00000221421	0	0
ENSG00000221430	0	0.078230606
ENSG00000221436	0	0
ENSG00000221439	0	0
ENSG00000221440	0	0
ENSG00000221442	0	0
ENSG00000221445	0	0
ENSG00000221455	0	0
ENSG00000221456	0	0
ENSG00000221459	0	0
ENSG00000221461	0	0
ENSG00000221463	0	0
ENSG00000221464	0	0
ENSG00000221466	0	0
ENSG00000221468	0	0
ENSG00000221475	0	0
ENSG00000221476	0	0.170903786
ENSG00000221479	0.382047494	0.661234884
ENSG00000221491	0.234248099	0.081085738
ENSG00000221493	0	0.378707252
ENSG00000221494	0	0
ENSG00000221496	0	0
ENSG00000221498	0	0
ENSG00000221500	2.744709629	1.16934169
ENSG00000221502	0.229228496	0
ENSG00000221507	0.234248099	0.081085738
ENSG00000221510	0.14075434	0.097445141
ENSG00000221514	0	0.277718651
ENSG00000221518	0.465101297	0.24149448
ENSG00000221520	0.955118735	0.396740931
ENSG00000221525	0	0
ENSG00000221527	0	0
ENSG00000221533	0	0
ENSG00000221537	0	0.326727825
ENSG00000221539	3.686242038	1.35106371
ENSG00000221540	0	0.643985279
ENSG00000221545	0	0
ENSG00000221548	0	0
ENSG00000221552	0	0
ENSG00000221562	0	0
ENSG00000221563	0	0
ENSG00000221564	0	0
ENSG00000221571	0.036139628	0.125098492
ENSG00000221574	0	0
ENSG00000221583	0	0
ENSG00000221585	0	0
ENSG00000221586	0	0
ENSG00000221594	0	0
ENSG00000221598	0.573071241	0
ENSG00000221601	0	0
ENSG00000221603	0	0
ENSG00000221604	0	0
ENSG00000221611	0	0
ENSG00000221614	0	0
ENSG00000221616	0	0
ENSG00000221628	0	0
ENSG00000221630	0	0
ENSG00000221633	0	0
ENSG00000221634	0.193325238	0
ENSG00000221638	0	0
ENSG00000221639	0.256735916	0.177739937
ENSG00000221641	0	0
ENSG00000221643	0.770207748	0.622089779
ENSG00000221649	0	0
ENSG00000221650	0	0
ENSG00000221656	0	0
ENSG00000221662	0	0
ENSG00000221669	0.213946597	0.444349842
ENSG00000221673	0	0
ENSG00000221676	0.127349165	0
ENSG00000221680	0	0
ENSG00000221697	0	0
ENSG00000221698	0	0
ENSG00000221703	0	0
ENSG00000221705	0	0
ENSG00000221710	0	0
ENSG00000221711	0	0
ENSG00000221716	0.501437336	0.347148314
ENSG00000221719	0	0
ENSG00000221725	0	0
ENSG00000221737	0	0
ENSG00000221739	0	0
ENSG00000221740	0.216837767	0
ENSG00000221745	0	0
ENSG00000221750	0	0
ENSG00000221753	0	0
ENSG00000221754	0	0
ENSG00000221760	0	0.099185233
ENSG00000221763	0	0.07714407
ENSG00000221768	0	0
ENSG00000221771	0	0
ENSG00000221782	0	0
ENSG00000221783	0	0
ENSG00000221788	0	0
ENSG00000221792	0	0
ENSG00000221801	0	0
ENSG00000221803	0	0
ENSG00000221806	0	0.091807819
ENSG00000221808	0	0
ENSG00000221813	0	0
ENSG00000221817	1.055249171	0.683675245
ENSG00000221818	0.446666803	0.376727293
ENSG00000221819	0.244178181	0.338092271
ENSG00000221821	5.523077904	7.405830706
ENSG00000221823	12.7394606	11.98079749
ENSG00000221826	0	0.012746697
ENSG00000221829	4.604232584	2.953930538
ENSG00000221836	0.015840074	0.021932371
ENSG00000221837	0.013702814	0
ENSG00000221838	4.770981921	5.389694456
ENSG00000221840	0	0
ENSG00000221843	0.704066877	0.453381635
ENSG00000221844	0	0
ENSG00000221845	0	0.003816127
ENSG00000221849	0	0
ENSG00000221852	0.027265921	0
ENSG00000221855	0.017365795	0
ENSG00000221857	0.021831285	0
ENSG00000221858	0.015340339	0.010620216
ENSG00000221859	0.043761804	0
ENSG00000221864	0	0
ENSG00000221866	0.590992844	1.099882565
ENSG00000221867	0	0
ENSG00000221869	7.359939742	38.29916169
ENSG00000221874	0	0
ENSG00000221878	0	0
ENSG00000221879	0	0.084799588
ENSG00000221880	0	0
ENSG00000221882	0.119301076	0
ENSG00000221883	0.994088536	0.910666917
ENSG00000221886	1.782888306	3.015502349
ENSG00000221887	0.538529961	0.022826191
ENSG00000221888	0	0
ENSG00000221890	6.00060281	12.63754306
ENSG00000221891	0	0.024254904
ENSG00000221900	0	0
ENSG00000221909	3.112344216	4.166290848
ENSG00000221910	0	0
ENSG00000221914	8.085096455	7.641227304
ENSG00000221916	0.927389482	0.686831074
ENSG00000221923	2.72682675	4.725473586
ENSG00000221926	2.358533626	1.347230905
ENSG00000221930	0.108685925	0.027361443
ENSG00000221931	0	0
ENSG00000221932	0	0
ENSG00000221933	0	0
ENSG00000221937	0.015384463	0
ENSG00000221938	0	0
ENSG00000221944	1.008605384	1.235715752
ENSG00000221946	0.482720734	0.111396896
ENSG00000221947	0.386254419	0.438091394
ENSG00000221949	0.487996748	0.778757456
ENSG00000221953	0.419270899	0.290263958
ENSG00000221954	0	0
ENSG00000221955	21.19645458	8.700459006
ENSG00000221957	0.109767377	0.027633697
ENSG00000221962	0.084899443	0.058776434
ENSG00000221963	14.82680989	12.61903502
ENSG00000221968	5.393783371	2.993332338
ENSG00000221970	0.120387956	0.02381296
ENSG00000221971	0.041569935	0
ENSG00000221977	0	0
ENSG00000221978	25.27771232	13.2786004
ENSG00000221983	108.2340728	82.46683152
ENSG00000221986	1.596527147	0.111770503
ENSG00000221988	1.615515118	1.284684918
ENSG00000221989	0	0
ENSG00000221990	1.688544246	2.725416953
ENSG00000221994	1.178568711	1.444499624
ENSG00000221995	0.466016336	0.2227161
ENSG00000221996	0	0
ENSG00000222000	0	0
ENSG00000222001	0	0
ENSG00000222004	0.015816653	0
ENSG00000222005	0.021234223	0.009800394
ENSG00000222007	0	0
ENSG00000222009	2.370431043	2.344829069
ENSG00000222011	1.258278812	1.213047389
ENSG00000222012	0.013928815	0.019286017
ENSG00000222014	0.041745677	0.018063002
ENSG00000222017	0.186581334	0
ENSG00000222018	0	0
ENSG00000222019	0.569152805	0.645636523
ENSG00000222020	0.863813747	0.380560632
ENSG00000222022	0.08186732	0.018892425
ENSG00000222024	0	0.011300861
ENSG00000222028	0	0
ENSG00000222030	0	0
ENSG00000222031	0.034213208	0
ENSG00000222032	0.118639518	0.041067453
ENSG00000222033	0.280444878	0.0104948
ENSG00000222035	0.005187842	0
ENSG00000222036	0	0
ENSG00000222037	2.581532279	0.805997348
ENSG00000222038	0.009486252	0.006567393
ENSG00000222041	3.709707699	3.317195004
ENSG00000222042	0	0
ENSG00000222043	0.225094115	0.178096129
ENSG00000222044	0.030418947	0
ENSG00000222046	0.19746275	0.184254215
ENSG00000222047	1.621194378	0.901425695
ENSG00000222051	0.599850271	0.103820057
ENSG00000222054	0	0
ENSG00000222057	2.22175312	0.170903786
ENSG00000222067	0	0
ENSG00000222068	0	0
ENSG00000222069	0.050459103	0
ENSG00000222071	0	0
ENSG00000222072	0.149962568	0
ENSG00000222076	0.084010444	0
ENSG00000222078	0	0
ENSG00000222087	0	0
ENSG00000222092	0	0
ENSG00000222094	0	0
ENSG00000222095	0	0
ENSG00000222099	0	0
ENSG00000222102	0	0
ENSG00000222107	0	0
ENSG00000222108	0.553310164	0.766120418
ENSG00000222111	0	0
ENSG00000222112	0.321993206	0.668753943
ENSG00000222114	0	0
ENSG00000222118	0	0
ENSG00000222122	0	0
ENSG00000222123	0	0
ENSG00000222126	0	0
ENSG00000222129	0	0
ENSG00000222139	0	0
ENSG00000222145	0	0
ENSG00000222146	0	0
ENSG00000222148	0	0
ENSG00000222150	0	0
ENSG00000222154	0	0
ENSG00000222160	0	0
ENSG00000222162	0.050778464	0.070308519
ENSG00000222164	0	0
ENSG00000222170	0	0
ENSG00000222174	0	0
ENSG00000222177	0.112209754	0
ENSG00000222178	0	0
ENSG00000222179	0.109528974	0
ENSG00000222182	0	0
ENSG00000222185	0	0
ENSG00000222202	0	0
ENSG00000222205	0	0
ENSG00000222206	0	0
